total_possible,n_both_present,n_only_stress,n_only_ndvi,n_both_missing,n_at_least_one,pct_both_present,pct_only_stress,pct_only_ndvi,pct_both_missing,pct_at_least_one
10680,4614,14,3719,2333,8347,43.20224719101123,0.1310861423220974,34.82209737827716,21.84456928838951,78.15543071161048
